Type of System,Total Count,Percentage
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",138,7.379679144385026
"incipient, intensification, mature, decay, residual",175,9.358288770053475
"incipient, intensification, mature, decay",1071,57.27272727272727
"intensification, mature, decay",56,2.9946524064171123
intensification,54,2.8877005347593583
"intensification, mature, decay, residual",40,2.13903743315508
"intensification, mature, decay, intensification 2, mature 2, decay 2",76,4.064171122994653
decay,12,0.6417112299465241
"decay, intensification, mature, decay 2, residual",12,0.6417112299465241
"decay, intensification, mature, decay 2",61,3.2620320855614975
"incipient, decay, intensification, mature, decay 2",92,4.919786096256685
"intensification, residual",7,0.37433155080213903
"incipient, decay, intensification, decay 2",4,0.21390374331550802
"incipient, decay, intensification, mature, decay 2, residual",7,0.37433155080213903
"incipient, decay",4,0.21390374331550802
"decay, intensification, decay 2, intensification 2",2,0.10695187165775401
"decay, intensification",17,0.9090909090909091
"incipient, intensification",4,0.21390374331550802
"intensification, incipient, decay",1,0.053475935828877004
"decay, intensification, mature, decay 2, intensification 2, mature 2",2,0.10695187165775401
"decay, intensification, decay 2",2,0.10695187165775401
"incipient, intensification, decay, intensification 2, mature, decay 2",6,0.32085561497326204
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2, residual",5,0.267379679144385
"incipient, intensification, decay, intensification 2",8,0.42780748663101603
"decay, intensification, residual, intensification 2",2,0.10695187165775401
"incipient, decay, intensification",4,0.21390374331550802
"decay, intensification, residual",2,0.10695187165775401
"incipient, intensification, decay, intensification 2, decay 2",1,0.053475935828877004
"incipient, decay, intensification, mature, decay 2, intensification 2, mature 2",1,0.053475935828877004
"intensification, mature, decay, intensification 2, mature 2, decay 2, residual",1,0.053475935828877004
"incipient, decay, intensification, decay 2, intensification 2",1,0.053475935828877004
"incipient, intensification, decay, intensification 2, residual",2,0.10695187165775401
